Sample_Number,Load_L1_T1,Load_L2_T1,Load_L3_T1,Wind_W1_T1,Wind_W2_T1,Load_L1_T2,Load_L2_T2,Load_L3_T2,Wind_W1_T2,Wind_W2_T2,Load_L1_T3,Load_L2_T3,Load_L3_T3,Wind_W1_T3,Wind_W2_T3,Load_L1_T4,Load_L2_T4,Load_L3_T4,Wind_W1_T4,Wind_W2_T4,Load_L1_T5,Load_L2_T5,Load_L3_T5,Wind_W1_T5,Wind_W2_T5,Load_L1_T6,Load_L2_T6,Load_L3_T6,Wind_W1_T6,Wind_W2_T6,Load_L1_T7,Load_L2_T7,Load_L3_T7,Wind_W1_T7,Wind_W2_T7,Load_L1_T8,Load_L2_T8,Load_L3_T8,Wind_W1_T8,Wind_W2_T8,Load_L1_T9,Load_L2_T9,Load_L3_T9,Wind_W1_T9,Wind_W2_T9,Load_L1_T10,Load_L2_T10,Load_L3_T10,Wind_W1_T10,Wind_W2_T10,Load_L1_T11,Load_L2_T11,Load_L3_T11,Wind_W1_T11,Wind_W2_T11,Load_L1_T12,Load_L2_T12,Load_L3_T12,Wind_W1_T12,Wind_W2_T12,Load_L1_T13,Load_L2_T13,Load_L3_T13,Wind_W1_T13,Wind_W2_T13,Load_L1_T14,Load_L2_T14,Load_L3_T14,Wind_W1_T14,Wind_W2_T14,Load_L1_T15,Load_L2_T15,Load_L3_T15,Wind_W1_T15,Wind_W2_T15,Load_L1_T16,Load_L2_T16,Load_L3_T16,Wind_W1_T16,Wind_W2_T16,Load_L1_T17,Load_L2_T17,Load_L3_T17,Wind_W1_T17,Wind_W2_T17,Load_L1_T18,Load_L2_T18,Load_L3_T18,Wind_W1_T18,Wind_W2_T18,Load_L1_T19,Load_L2_T19,Load_L3_T19,Wind_W1_T19,Wind_W2_T19,Load_L1_T20,Load_L2_T20,Load_L3_T20,Wind_W1_T20,Wind_W2_T20,Load_L1_T21,Load_L2_T21,Load_L3_T21,Wind_W1_T21,Wind_W2_T21,Load_L1_T22,Load_L2_T22,Load_L3_T22,Wind_W1_T22,Wind_W2_T22,Load_L1_T23,Load_L2_T23,Load_L3_T23,Wind_W1_T23,Wind_W2_T23,Load_L1_T24,Load_L2_T24,Load_L3_T24,Wind_W1_T24,Wind_W2_T24
46,112,56,120,30,30,120,112,120,30,10,112,120,112,30,10,112,56,112,10,10,112,112,120,10,10,120,120,120,10,10,120,120,112,30,30,56,112,112,10,30,112,120,112,30,10,56,112,120,10,30,112,120,120,30,30,120,120,56,30,30,56,56,56,30,30,120,56,112,30,30,56,56,120,30,10,112,112,112,10,10,56,112,56,30,30,56,120,56,10,10,56,112,56,10,10,56,112,56,30,10,120,112,112,10,10,120,120,120,10,30,112,56,120,30,10,112,120,120,30,10
47,112,56,56,10,10,112,56,56,30,10,56,120,120,30,30,112,56,120,30,30,120,112,120,30,10,112,112,112,30,30,120,120,56,30,30,112,56,120,10,30,56,120,56,30,30,112,120,56,10,10,112,120,112,10,30,56,56,120,30,30,56,120,56,30,30,120,56,112,30,30,112,120,120,30,10,112,120,112,10,10,120,56,120,10,30,112,120,56,10,10,120,56,120,10,30,120,112,120,30,30,120,56,120,30,30,56,112,56,30,10,120,120,120,10,30,56,112,120,30,10
48,56,56,56,10,30,120,120,120,10,30,112,56,120,30,10,112,56,112,30,10,112,112,56,30,10,112,112,120,10,10,120,112,56,10,30,112,56,112,30,30,120,56,112,10,10,120,112,56,10,10,120,112,120,10,30,56,112,112,10,30,112,112,112,10,30,56,120,112,30,10,56,112,112,30,10,56,112,112,30,30,120,120,56,10,30,56,120,56,10,10,112,112,56,30,10,120,112,120,10,10,56,112,112,10,30,112,120,120,30,10,120,56,112,10,30,120,112,56,30,10
49,56,120,56,10,10,56,56,120,30,30,112,112,112,30,10,56,112,56,10,30,120,120,56,10,30,120,112,56,10,30,56,120,120,10,30,56,120,120,30,10,112,120,56,10,10,120,112,56,10,10,56,56,120,10,30,56,120,120,10,30,56,112,120,30,30,56,56,56,30,10,112,120,120,10,10,56,112,120,30,10,56,112,120,10,10,120,56,112,30,10,120,120,120,10,30,56,112,120,30,30,120,120,56,30,30,120,56,56,10,10,120,112,112,30,10,112,120,56,10,10
50,120,120,56,10,30,120,56,112,30,10,56,120,112,10,30,112,112,112,30,30,120,56,120,30,30,120,56,112,10,30,56,112,112,10,30,112,112,112,30,30,56,56,112,10,10,56,112,56,30,10,120,120,120,10,30,120,120,112,10,10,56,56,56,10,10,120,120,56,30,10,56,120,120,10,10,56,120,112,30,30,56,120,120,10,30,112,120,56,30,30,56,56,120,30,30,120,120,112,30,10,120,56,112,10,10,56,56,120,30,10,120,56,120,30,30,120,56,120,30,10
51,56,112,120,30,10,112,112,56,30,10,120,120,112,10,10,112,56,120,10,10,112,56,56,30,10,56,112,56,10,30,56,56,56,10,10,56,120,120,30,30,56,120,112,10,10,120,120,112,30,10,120,120,112,10,30,120,120,112,10,10,112,120,112,10,30,112,120,120,30,10,120,112,56,10,10,112,112,56,10,30,112,120,120,10,10,120,56,56,10,30,120,120,120,30,10,120,56,112,30,10,120,56,112,10,10,112,56,120,30,10,112,112,112,10,30,112,112,56,10,10
52,120,120,56,30,30,120,120,112,10,30,120,56,120,10,30,112,112,56,10,30,56,112,112,10,30,120,56,56,30,10,56,56,56,30,10,112,120,56,10,30,56,56,112,30,30,56,112,112,10,30,112,56,56,30,30,56,120,56,10,30,120,112,56,30,10,120,120,120,10,30,112,112,56,10,30,56,112,120,30,30,120,120,112,10,10,56,56,120,30,10,112,120,112,10,30,120,120,112,30,30,120,56,120,30,30,56,56,112,10,10,120,120,112,10,30,120,120,120,30,30
53,56,112,120,30,30,112,56,56,10,30,112,56,120,10,30,112,112,112,30,10,112,112,112,10,30,120,120,56,10,10,56,56,112,30,30,56,120,56,10,30,112,120,112,10,30,112,120,120,30,10,112,112,120,10,10,120,112,120,30,10,112,112,120,30,30,56,56,112,10,30,120,120,56,10,10,112,112,112,30,10,56,120,112,10,10,112,56,120,10,10,112,112,120,30,10,112,56,112,30,30,120,56,56,30,30,112,112,56,10,30,112,120,56,30,30,112,112,112,10,10
54,120,56,112,30,30,56,112,120,30,10,56,112,120,30,30,56,56,112,10,10,56,120,120,10,30,56,112,120,30,30,112,56,112,10,30,120,56,56,30,30,120,56,56,30,10,112,56,120,30,10,120,112,112,30,30,120,112,120,30,30,112,56,112,10,30,120,120,56,10,30,120,56,112,10,30,120,120,120,10,10,120,120,56,10,10,112,56,120,30,30,120,120,120,10,30,120,56,120,10,30,56,112,56,30,30,120,112,112,30,10,56,120,120,30,30,56,120,120,10,10
55,120,56,112,10,10,120,56,56,30,10,120,56,56,10,30,56,56,56,10,30,120,112,112,10,10,56,56,120,30,10,56,112,120,10,30,56,120,120,30,10,112,56,112,10,30,112,56,56,30,30,56,120,56,10,30,56,56,120,30,10,56,56,56,10,10,112,120,120,30,30,56,56,120,30,30,56,120,112,30,10,120,112,56,30,10,112,56,120,10,30,112,56,56,10,30,120,112,112,30,10,112,56,112,30,10,120,56,56,10,30,120,112,56,10,30,112,120,112,30,30
56,120,56,112,10,30,56,112,120,30,30,120,120,120,30,30,120,120,120,10,10,56,120,120,10,30,56,120,56,10,10,56,112,56,30,30,56,56,56,10,10,120,112,120,10,30,56,56,120,10,30,112,120,120,30,30,56,56,112,30,30,56,112,112,30,10,112,56,120,30,10,120,120,112,10,10,120,56,120,10,10,112,112,56,10,10,112,56,112,30,30,112,112,56,30,10,56,112,120,10,10,56,112,120,10,30,120,56,120,30,10,56,56,120,30,10,112,120,120,10,30
57,56,120,56,10,30,120,112,120,30,30,112,56,56,10,10,56,56,120,10,30,120,112,120,30,10,56,112,56,10,30,56,112,112,30,10,112,56,120,30,30,120,120,120,10,30,112,112,112,30,10,56,56,56,30,10,120,56,56,10,10,120,120,56,10,30,120,56,56,30,10,112,56,56,10,10,112,56,56,10,30,56,56,56,10,10,112,112,112,30,10,56,56,56,30,30,112,120,120,30,30,56,56,112,30,30,112,112,56,30,10,120,56,56,10,30,112,56,112,10,30
58,112,56,120,30,30,112,56,120,30,30,112,112,56,30,30,112,56,112,10,30,120,112,120,10,30,112,112,56,10,10,120,112,112,30,30,56,120,56,10,30,112,112,56,10,10,56,56,112,30,30,56,56,56,10,10,112,112,120,30,10,112,56,120,10,30,120,120,120,10,30,112,56,120,10,10,112,112,112,10,10,120,112,112,30,30,120,112,120,30,10,112,120,120,30,30,56,56,112,30,10,120,56,120,30,10,120,112,112,30,10,112,56,120,10,30,56,56,120,30,30
59,112,120,112,30,30,56,112,56,30,30,120,112,120,30,30,56,112,56,30,30,56,120,56,10,10,112,56,112,10,30,56,56,56,10,30,56,120,120,30,30,112,112,112,10,10,56,56,112,30,10,112,112,120,30,30,120,112,56,30,30,56,112,56,30,30,56,112,120,10,10,56,56,112,10,10,56,112,56,10,30,56,56,56,30,10,120,120,120,10,10,112,112,56,30,10,120,120,120,10,10,112,120,120,10,10,112,112,112,30,10,56,56,120,10,10,112,56,120,10,30
60,56,120,120,10,30,120,56,56,10,30,120,120,56,30,10,56,120,56,10,30,120,120,112,10,30,112,112,120,30,10,112,120,56,30,10,112,56,56,30,30,120,120,120,30,30,120,112,112,30,10,56,120,120,10,30,56,112,112,30,30,112,120,120,30,30,120,112,120,10,30,120,112,56,10,30,120,112,56,30,10,112,56,112,30,10,112,56,120,30,30,112,120,120,10,30,112,112,112,10,30,56,56,120,30,10,56,56,120,10,10,112,112,120,10,30,120,112,56,10,10
61,56,56,56,10,30,56,56,56,10,30,112,112,120,10,10,56,112,112,30,10,112,120,112,30,30,112,120,120,10,10,120,56,120,10,10,120,120,112,30,30,120,112,120,30,30,56,120,112,10,10,120,112,112,30,30,56,112,56,10,30,120,56,56,10,30,112,112,120,10,30,120,112,120,30,30,56,112,56,30,30,56,112,112,10,10,112,112,120,30,30,112,112,120,30,30,120,112,112,30,30,112,112,56,10,30,112,56,112,10,30,120,112,120,10,10,56,112,56,30,10
62,56,56,120,30,10,120,56,120,10,30,112,112,112,30,30,56,56,56,10,10,112,112,56,30,10,112,112,120,30,30,56,112,112,30,10,120,120,112,30,10,56,120,56,30,30,112,112,56,10,10,120,56,112,30,10,112,112,112,30,10,112,56,56,10,30,56,56,56,10,30,120,56,56,30,30,120,120,56,10,30,120,120,56,30,10,112,120,56,10,10,112,56,112,10,30,120,120,112,30,10,120,112,56,10,10,120,120,56,30,30,112,120,120,30,30,112,56,112,10,10
63,56,56,120,10,30,56,112,120,30,30,56,120,112,10,10,112,56,112,10,10,120,56,120,10,30,120,56,56,30,30,112,112,112,10,10,120,120,56,10,30,112,56,56,30,10,56,56,56,30,10,120,112,56,10,30,120,120,120,30,10,120,56,112,10,10,120,120,120,30,10,112,120,120,30,10,120,120,56,10,30,112,120,120,10,30,120,112,56,30,30,120,120,56,30,30,120,120,112,30,30,56,120,56,30,30,56,112,56,30,10,56,112,56,10,10,56,120,120,10,30
64,120,120,56,30,10,112,56,112,30,10,56,56,56,10,10,56,112,56,10,30,112,56,120,30,10,120,120,120,30,30,56,120,112,10,10,112,120,120,30,10,112,120,120,10,30,112,112,56,10,10,120,112,120,10,30,56,120,112,10,10,112,56,56,30,30,120,112,120,10,10,112,112,120,30,30,112,112,120,30,30,120,56,112,30,30,120,56,120,30,10,56,56,56,10,10,56,112,112,10,10,56,120,56,30,10,112,112,56,10,10,120,56,56,10,30,112,56,56,10,10
65,56,56,112,30,10,120,112,120,10,10,120,112,112,30,30,112,56,120,30,10,120,112,120,10,10,56,112,120,10,30,112,56,56,30,30,112,112,56,30,30,120,56,56,30,30,112,120,112,10,10,56,120,56,30,30,112,112,112,10,10,120,120,56,30,30,120,56,112,10,30,120,120,56,30,30,112,56,56,30,30,56,120,112,30,30,112,120,56,10,30,56,112,56,10,30,120,120,120,10,30,120,56,112,30,30,112,56,56,10,10,56,120,56,10,30,56,56,56,10,10
66,112,120,56,10,10,56,120,56,30,10,56,112,56,10,10,112,56,56,30,10,112,120,112,30,10,56,56,56,10,10,56,120,56,30,30,120,56,112,30,30,56,120,112,30,30,120,112,112,30,30,120,56,112,10,10,56,56,120,30,10,112,112,120,30,30,112,120,112,10,30,112,112,112,30,10,120,112,56,30,30,120,112,120,30,10,120,112,112,10,10,56,56,112,10,10,56,112,56,30,10,56,120,112,30,10,112,112,112,10,10,112,56,120,30,10,120,120,56,10,30
67,120,120,56,30,30,112,56,112,10,30,120,56,112,10,30,56,120,56,30,30,120,56,56,10,30,56,112,56,30,10,56,112,112,10,10,112,120,120,30,10,56,112,120,30,30,56,56,56,30,30,112,120,112,10,10,112,56,56,30,10,120,120,112,30,10,56,56,112,10,10,112,56,120,30,10,112,56,112,30,30,56,120,120,10,10,112,112,56,30,30,120,112,112,10,10,120,56,120,30,30,120,120,120,10,30,56,120,56,10,30,56,120,120,10,10,112,112,120,10,30
68,112,56,120,10,30,112,112,112,10,10,56,56,112,30,30,56,112,120,10,30,112,120,112,30,10,120,120,120,10,10,56,112,120,30,10,56,112,120,30,30,56,112,112,30,30,120,56,56,10,10,112,56,112,10,10,120,56,56,30,30,112,112,112,30,30,112,120,120,30,30,56,120,120,10,10,56,56,120,10,30,120,56,56,30,10,56,56,120,10,30,112,120,56,30,10,112,56,112,30,10,112,112,112,30,10,56,112,56,30,10,112,56,120,30,10,112,56,56,30,30
69,120,112,112,10,10,56,56,112,10,30,112,112,120,30,30,56,120,112,10,30,56,56,120,30,30,56,56,56,30,30,120,112,56,30,30,120,112,56,10,30,120,120,120,10,30,120,112,112,30,10,112,120,120,10,10,56,112,120,30,10,56,112,112,10,10,56,112,120,30,30,120,56,56,10,30,56,56,112,10,30,120,112,120,10,30,56,120,120,30,30,56,120,56,10,30,56,112,120,30,30,56,56,56,30,10,120,112,112,10,10,56,120,56,10,10,56,56,112,10,10
70,120,112,120,30,30,112,112,112,30,10,120,112,112,10,10,56,112,56,10,10,56,56,56,10,10,120,56,56,10,30,56,120,120,10,10,56,56,120,30,30,112,120,56,10,30,112,112,112,30,30,56,112,112,10,30,112,120,112,30,30,112,120,120,10,10,120,112,120,10,10,112,112,120,30,30,120,56,112,30,30,120,120,120,30,30,112,120,56,30,30,120,112,56,10,10,112,112,56,10,30,56,120,112,10,30,56,120,112,10,10,120,56,112,10,10,120,120,112,30,10
71,56,112,120,30,30,56,56,56,10,30,56,112,120,30,10,56,120,112,30,30,112,56,112,10,30,56,112,120,30,10,112,112,56,10,10,120,56,120,10,30,56,56,56,30,10,56,120,56,30,10,120,120,56,30,10,112,56,56,10,10,56,112,56,30,10,56,112,112,30,30,112,56,56,30,10,56,112,112,30,10,120,112,120,10,30,56,120,112,30,30,120,112,56,30,10,120,120,112,30,10,56,56,56,30,10,120,56,56,30,30,112,120,112,30,30,56,120,120,30,30
72,112,120,120,30,10,56,56,56,30,10,112,112,120,30,10,56,112,112,10,10,56,56,56,10,30,120,120,112,10,30,56,120,112,10,30,120,112,120,10,30,56,112,120,30,10,112,120,112,10,30,120,120,56,10,30,120,112,112,10,10,120,112,120,30,30,120,56,56,30,10,112,120,56,30,10,112,120,56,10,10,112,56,120,30,30,120,56,120,10,30,120,112,120,30,10,120,112,56,30,10,56,56,120,30,30,56,56,120,30,30,120,56,112,30,10,112,112,112,10,30
73,56,120,120,30,30,112,112,112,10,10,56,120,112,10,10,56,120,56,30,10,56,56,120,10,30,56,112,56,30,10,56,56,112,30,30,120,112,56,10,10,112,112,112,30,30,120,120,56,30,30,120,120,112,30,30,120,56,112,30,10,112,56,112,30,10,112,56,56,30,30,56,112,56,30,10,56,56,56,10,30,56,112,120,10,10,56,112,112,10,30,120,120,120,10,30,120,120,56,10,30,112,120,112,30,30,112,120,56,10,10,112,120,120,10,10,112,112,56,10,10
74,56,120,112,10,10,56,56,112,30,30,120,56,112,30,30,56,120,120,30,30,112,120,120,30,10,120,112,120,10,30,112,56,112,30,30,56,112,112,30,10,120,56,120,10,30,120,112,56,30,10,112,112,112,30,10,120,56,120,30,30,56,56,112,10,10,112,120,112,10,10,120,120,56,10,30,112,120,120,10,10,120,112,120,30,30,112,56,56,10,30,120,112,56,10,10,56,56,56,30,30,120,112,56,30,10,120,56,56,10,30,112,120,56,30,30,56,56,120,30,30
75,120,120,112,10,30,56,112,56,30,10,120,56,120,10,30,112,56,112,30,30,120,112,120,10,10,112,120,120,10,30,56,112,112,10,30,56,120,112,30,30,120,56,112,10,10,112,120,120,30,30,120,120,120,10,30,112,56,120,10,30,120,112,56,30,30,112,56,112,10,30,56,56,112,30,10,56,112,56,10,30,120,112,56,10,10,56,112,120,30,30,120,112,112,30,10,120,120,56,30,30,120,56,56,30,30,120,112,120,30,10,112,56,112,30,10,112,120,112,30,30
76,112,120,120,10,10,120,56,120,10,10,120,56,56,30,30,112,56,56,10,30,56,112,112,10,10,56,56,120,30,10,56,56,112,30,10,112,120,120,30,30,120,56,120,30,30,56,56,120,30,10,56,112,112,10,10,112,120,120,30,30,112,112,112,30,30,120,120,112,10,30,112,120,112,10,10,56,112,112,10,30,120,112,56,10,10,120,56,120,30,10,120,120,112,30,10,112,112,112,30,30,112,56,120,30,10,112,112,56,30,10,120,56,120,10,10,56,56,120,10,10
77,112,120,56,30,30,112,112,112,30,30,56,120,56,10,10,112,56,56,30,10,120,112,112,30,30,56,120,120,10,30,56,120,120,10,30,120,120,120,30,30,56,56,120,30,30,112,56,120,10,30,112,112,112,30,30,112,56,56,30,10,112,112,112,30,10,56,112,120,30,10,56,112,56,30,10,120,56,112,10,30,56,112,56,30,10,120,112,112,30,10,112,120,56,10,30,120,56,56,30,10,120,112,112,30,30,120,56,120,30,30,120,56,56,30,30,120,112,120,10,30
78,56,120,56,10,30,56,120,56,10,10,56,112,112,10,30,56,56,120,30,10,112,56,56,30,30,120,112,120,30,30,56,120,112,30,10,120,120,120,10,10,120,56,112,10,30,120,120,112,30,10,120,120,120,30,10,120,56,56,30,30,112,56,120,30,30,56,112,120,10,10,120,56,120,30,30,56,112,56,30,10,120,112,120,30,30,56,56,120,30,30,120,56,56,10,10,112,112,112,30,30,120,120,120,10,10,112,112,112,10,10,112,112,56,10,10,120,112,120,10,10
79,56,56,120,10,30,112,112,56,30,10,112,56,56,30,10,120,120,112,30,30,120,56,120,30,10,56,56,56,30,10,120,120,112,30,30,120,112,112,30,10,112,120,112,10,10,112,120,120,30,30,56,112,120,30,10,112,120,120,30,10,120,120,112,10,30,120,112,56,30,10,56,112,120,10,10,120,120,120,10,10,120,56,120,30,10,56,120,56,30,30,56,56,56,30,30,112,56,56,10,10,112,120,112,30,30,112,112,120,10,10,120,56,112,10,10,112,120,56,30,10
80,112,56,120,10,30,56,120,120,10,30,56,112,56,10,10,56,56,56,30,10,120,56,112,30,30,56,120,120,10,10,120,120,112,30,10,120,120,112,10,30,56,56,120,30,30,56,56,112,10,10,120,120,112,10,30,120,120,112,30,30,112,120,120,10,30,112,112,56,10,10,56,56,56,10,10,112,56,56,10,30,112,56,56,30,30,120,112,56,30,10,56,112,56,30,30,56,56,112,30,10,112,120,112,10,10,112,112,56,10,10,120,120,56,30,30,112,112,112,10,10
81,120,56,112,30,10,56,56,112,30,30,112,120,56,30,30,120,56,56,10,10,112,56,56,10,10,56,56,56,10,10,112,56,56,30,10,120,112,56,10,10,112,56,56,30,10,120,56,120,30,10,56,56,112,30,10,112,56,112,30,10,56,120,112,30,30,120,56,120,30,10,56,120,112,10,30,120,56,112,30,10,120,112,120,30,10,56,56,112,30,30,112,120,112,10,30,120,120,112,30,10,112,112,120,30,30,56,56,120,30,10,56,120,56,10,30,112,112,56,30,10
82,120,112,56,30,10,56,112,56,10,30,56,112,120,30,10,56,112,120,30,10,56,112,56,30,10,120,56,56,10,10,120,120,56,30,10,120,120,112,30,10,112,56,120,10,30,120,56,56,10,30,112,56,56,10,10,112,120,112,30,10,56,120,120,30,30,56,56,56,30,30,56,56,112,10,10,56,120,120,10,30,120,112,120,10,30,120,112,56,10,30,120,56,56,30,30,120,56,112,10,30,56,56,120,10,10,120,56,112,10,30,112,56,56,10,10,112,120,120,30,10
83,112,120,112,30,10,56,120,56,30,30,56,120,112,30,10,112,120,120,30,10,120,56,56,10,10,120,120,112,30,30,112,112,56,10,30,112,56,56,10,10,56,120,120,10,10,56,56,112,30,30,120,112,112,10,10,120,56,112,10,10,112,112,56,30,10,120,56,120,30,10,120,56,112,30,10,112,120,120,30,30,56,112,56,30,30,120,112,56,10,10,120,56,112,10,30,56,56,112,10,10,112,112,56,30,10,112,120,56,10,10,120,112,120,30,10,56,112,112,30,10
84,120,56,112,30,30,56,120,120,30,10,56,120,56,30,30,112,112,120,30,10,56,120,56,10,10,56,56,112,10,30,56,112,112,30,30,112,112,120,10,10,56,120,120,10,30,56,120,120,30,30,56,56,56,10,30,112,120,120,10,10,112,56,56,30,10,120,120,112,30,30,56,56,56,10,10,120,56,112,30,10,56,120,56,10,30,112,112,56,30,10,56,112,56,10,10,120,56,112,30,30,56,56,112,30,10,56,56,56,30,30,56,56,112,10,30,112,112,56,30,30
85,56,112,120,10,30,56,120,120,30,30,112,112,56,10,10,56,120,120,10,10,56,120,56,10,30,56,112,120,10,10,112,112,112,30,10,56,56,112,30,10,120,112,120,10,10,120,120,112,10,10,120,56,56,10,10,56,112,120,10,10,56,56,56,30,10,120,112,112,10,30,120,112,112,30,30,56,56,120,10,10,120,120,56,30,10,112,112,56,10,10,56,56,120,10,10,112,112,112,10,30,56,56,120,10,30,120,56,56,10,30,56,120,56,10,10,120,56,112,30,10
86,120,56,56,10,10,112,120,56,10,10,120,120,112,30,10,112,56,112,10,30,56,120,120,30,10,112,120,112,10,10,112,56,120,10,10,56,112,56,10,30,112,112,56,30,30,56,56,120,10,10,56,112,112,10,30,56,120,56,10,30,112,112,120,30,30,56,112,112,10,30,56,112,112,30,30,56,120,56,30,30,120,56,120,30,10,120,120,120,30,30,120,112,112,10,10,56,56,120,30,10,112,56,120,30,10,120,120,112,10,30,112,112,120,10,10,120,112,56,30,30
87,112,112,112,10,30,112,120,56,30,10,56,112,120,30,30,120,56,112,30,10,120,120,56,30,10,112,56,120,10,30,112,56,120,30,10,120,112,56,30,30,56,56,112,30,10,120,112,120,10,10,56,120,112,10,10,112,56,112,30,30,120,56,120,10,30,112,120,56,10,10,56,120,120,30,30,112,112,112,10,10,120,112,56,30,30,56,112,56,30,10,120,112,56,30,10,56,56,112,10,10,112,112,120,10,30,112,120,56,10,30,56,56,120,10,30,112,112,56,30,10
88,56,120,56,10,10,120,120,112,30,30,56,120,56,30,30,112,112,56,10,10,112,112,112,30,10,120,120,56,30,30,120,56,112,10,10,112,56,56,10,10,120,112,120,30,30,120,112,112,30,10,112,120,56,30,10,112,56,56,30,30,56,56,120,10,10,112,120,112,30,30,112,120,56,30,10,120,120,112,10,30,112,120,112,10,10,56,112,56,30,10,112,120,56,30,30,56,120,112,10,30,120,112,56,30,10,120,112,56,10,30,56,120,120,10,30,120,112,112,30,30
89,120,112,120,10,30,112,56,120,10,30,112,56,112,10,30,56,56,120,10,30,112,112,112,10,10,112,120,56,10,30,112,56,56,30,30,120,56,56,30,30,112,56,112,10,30,120,120,112,10,10,56,120,112,30,10,112,56,120,30,30,120,56,56,30,30,56,112,120,30,30,120,56,120,10,30,56,120,56,10,30,56,56,56,30,30,112,120,56,30,10,120,120,112,10,10,120,120,56,10,10,112,120,120,10,30,112,56,112,30,10,120,56,56,30,10,112,112,120,30,10
90,56,56,112,30,10,112,120,120,30,10,120,56,120,10,10,112,56,112,30,10,120,112,120,30,30,112,56,120,30,30,56,120,120,10,10,56,112,112,10,30,120,56,120,10,10,112,112,120,10,30,56,56,112,10,30,120,120,56,30,30,112,120,56,30,30,56,112,56,30,10,112,56,120,30,30,56,112,56,10,30,56,112,112,30,30,120,120,56,30,30,112,120,56,10,30,112,120,120,10,30,112,56,112,30,10,56,112,120,10,30,56,120,112,30,10,120,112,120,30,30
91,56,112,120,30,30,56,56,120,10,10,120,120,112,10,30,112,120,120,30,10,112,56,112,10,30,56,56,56,30,10,120,112,56,10,30,112,56,56,30,10,120,120,56,30,30,112,120,112,10,10,120,112,56,10,30,120,56,56,10,10,120,112,112,30,10,112,56,112,10,30,112,120,112,10,30,112,120,112,10,30,56,112,112,30,30,112,112,120,30,10,112,112,56,30,30,112,56,120,10,10,112,56,120,30,30,120,112,56,10,30,112,120,56,30,30,112,56,112,10,10
92,112,112,120,10,10,120,56,112,30,10,112,56,120,10,30,56,120,112,30,10,56,112,56,30,30,56,112,120,10,30,112,56,120,30,30,56,112,120,10,10,112,112,120,30,10,120,120,120,10,30,56,112,112,10,10,112,112,56,10,30,112,120,120,30,10,112,56,112,30,30,56,120,56,30,10,112,56,112,10,30,120,120,112,10,10,56,56,56,30,30,120,56,120,10,10,120,112,56,10,30,56,112,56,30,10,120,112,120,10,10,56,112,112,30,10,112,56,56,10,10
93,56,56,120,30,10,112,120,120,30,30,56,112,56,30,10,56,56,112,30,10,112,120,112,30,30,120,120,112,30,30,56,120,56,30,30,120,120,112,10,30,112,112,120,30,30,112,56,112,10,10,56,120,120,10,10,120,120,112,30,10,56,120,120,30,30,56,56,112,30,30,56,120,56,10,10,56,56,56,10,30,56,56,56,10,10,120,56,56,30,30,120,112,120,30,10,56,56,120,10,10,112,120,112,30,30,112,56,112,30,10,56,120,112,30,10,112,56,56,10,30
94,56,56,112,10,30,112,120,112,30,30,56,56,56,30,10,56,120,56,10,10,112,120,112,10,30,112,56,120,30,10,120,112,120,10,10,56,56,120,30,10,112,120,112,30,10,112,120,56,30,10,112,56,56,30,30,56,56,120,10,10,112,112,56,30,10,56,120,112,10,10,112,120,112,10,30,120,120,112,10,30,112,112,112,30,30,112,112,56,30,30,56,56,120,10,30,56,112,112,30,30,120,112,56,30,10,56,56,56,10,10,120,56,112,10,10,112,112,112,30,30
95,120,112,120,30,30,56,56,120,10,30,120,112,56,30,10,56,112,120,10,10,120,56,112,30,10,120,56,112,30,30,120,56,112,10,10,112,120,56,30,30,56,112,120,30,10,120,120,56,30,10,112,112,112,30,30,112,120,56,30,30,56,56,120,10,30,112,120,112,30,10,120,56,112,30,30,112,56,56,10,30,120,112,56,10,10,112,120,56,30,30,112,120,56,10,10,56,56,120,10,10,120,120,112,10,30,120,120,56,30,30,112,56,120,30,30,112,56,56,10,10
96,112,112,120,10,10,56,56,56,30,10,112,120,120,10,30,56,120,56,30,10,112,112,56,30,10,112,56,120,10,10,56,112,120,10,10,112,120,120,30,30,56,112,56,10,30,120,120,112,30,30,120,120,56,10,30,56,120,112,30,10,112,120,120,10,10,56,56,120,10,30,56,112,120,10,10,112,120,120,10,10,56,112,112,10,10,112,112,112,10,10,56,56,120,10,10,56,56,112,30,10,56,56,120,30,30,56,112,56,10,30,56,56,56,30,10,56,112,112,30,10
97,56,112,56,10,10,56,112,112,10,30,56,112,56,10,10,56,56,112,10,10,56,112,120,30,10,56,112,112,30,30,56,112,112,10,30,112,56,112,30,30,120,112,112,30,10,112,112,112,30,30,56,112,112,30,30,112,56,120,10,30,56,120,120,30,10,120,112,112,10,10,56,56,112,30,30,112,112,56,30,30,56,56,120,30,30,112,120,112,30,30,120,112,56,10,10,112,112,56,10,10,112,56,112,30,10,56,120,56,10,10,56,112,112,30,10,56,56,56,10,10
98,112,120,120,10,10,112,120,56,10,30,56,112,112,30,30,120,112,112,30,10,112,56,56,10,10,120,120,56,10,10,112,56,56,10,30,56,56,56,10,30,56,56,120,30,30,120,112,56,10,30,112,120,120,30,30,56,112,120,10,10,120,120,56,30,10,56,112,56,10,10,120,56,56,10,30,56,120,120,10,30,112,112,112,30,10,56,56,56,10,10,120,120,56,30,30,112,120,56,30,30,56,56,56,30,10,112,120,112,30,30,120,120,120,30,30,112,120,112,10,30
